,name,legislature,iniciative,type,principal,secondary,abstract,status_date1,status1,status_notes1,status date,status,notes,authors,link
921,"Por medio de la cual se modifica y adiciona la ley 5ª de 1992, se crea la Comisión Legal para la Juventud colombiana del Congreso de la República y se dictan otras disposiciones. [Crea la Comisión Legal para la Juventud colombiana del Congreso]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Rama Legislativa,Familia,"La presente ley tiene por objeto crear la Comisión Legal para la Juventud Colombiana, con el fin de articular iniciativas legislativas y de control político para garantizar y promover los derechos de la juventud colombiana.",8/25/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Horacio José Serpa Moncada, John Milton Rodríguez González, Johny John Moisés Besaile Fayad, Richard Alfonso Aguilar Villa, Honorio Miguel Henríquez Pinedo, Amanda Rocío González Rodríguez",ppor-medio-de-la-cual-se-modifica-y-adiciona-la-ley-5-de-1992-se-crea-la-comision-legal-para-la-juventud-colombiana-del-congreso-de-la-republica-y-se-dictan-otras-disposiciones-crea-la-comision-legal-para-la-juventud-colombiana-del-congreso/11204
922,Por el cual se modifica el artículo 65 de la Constitución Política de Colombia. [Alimentación adecuada como derecho],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Derechos Fundamentales,Agropecuario y agrícola,"El Estado garantizará el derecho a la alimentación adecuada y a estar protegido contra el hambre y la desnutrición. Así mismo, promoverá condiciones de seguridad alimentaria y soberanía alimentaria en el territorio nacional.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Honorio Miguel Henríquez Pinedo, José Luis Correa López, Bérner León Zambrano Eraso, Martha Patricia Villalba Hodwalker, Jorge Eliécer Tamayo Marulanda, José David Name Cardozo, Faber Alberto Muñoz Cerón, José Ritter López Peña, Oscar Tulio Lizcano Gonzalez, Juan Felipe Lemos Uribe, Alfredo Rafael Deluque Zuleta, John Jairo Cárdenas Morán, Maritza Martínez Aristizábal",ppor-el-cual-se-modifica-el-articulo-65-de-la-constitucion-politica-de-colombia-alimentacion-adecuada-como-derecho/11460
923,"Por la cual se modifica la Ley 1333 de 2009, se ajusta el procedimiento sancionatorio ambiental y se dictan otras disposiciones en materia ambiental. [Refuerza el régimen sancionatorio ambiental]",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Medio Ambiente,Justicia,Busca ajustar el procedimiento sancionatorio ambiental y de esta forma contribuir al fortalecimiento de la protección y cuidado del medio ambiente.,3/25/2021,Radicado - Gaceta: S/N,Sin anotaciones,3/26/2021,Acumulado - Gaceta: S/N,Ver PL 424/21 Senado,,ppor-la-cual-se-modifica-la-ley-1333-de-2009-se-ajusta-el-procedimiento-sancionatorio-ambiental-y-se-dictan-otras-disposiciones-en-materia-ambiental-refuerza-el-regimen-sancionatorio-ambiental/11716
924,Por medio de la cual se regula la prestación del servicio de entretenimiento para adultos a través de portales web o plataformas digitales y se dictan otras disposiciones. [Regula la prestación del servicio de webcam],Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,"Comercio, industria y turismo","Comunicaciones, medios y tecnologías de la información","La presente ley tiene por objeto brindar disposiciones y establecer un marco normativo para la prestación del servicio de comercio electrónico para adultos a través del sistema webcam, y de esta manera cumplir con lo establecido en el artículo 73 de la Ley 2010 de 2.019 que ordena la reglamentación del sector mediante ley.",7/23/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Jonatán Tamayo Pérez,ppor-medio-de-la-cual-se-regula-la-prestacion-del-servicio-de-entretenimiento-para-adultos-a-traves-de-portales-web-o-plataformas-digitales-y-se-dictan-otras-disposiciones-regula-la-prestacion-del-servicio-de-webcam/11972
925,Por medio de la cual se promueve el respeto y la defensa de la dignidad y memoria de las víctimas de graves crímenes y se dictan otras disposiciones. [Dignidad de las víctimas],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Administración pública,Asuntos administrativos,"La presente ley tiene por objeto promover el respeto y la defensa de la dignidad y memoria de las víctimas de violaciones al Derecho Internacional de los Derechos Humanos, infracciones al Derecho Internacional Humanitario, narcotráfico y actos terroristas, mediante la prohibición de conmemoraciones públicas a sus victimarios.",7/31/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Paola Andrea Holguín Moreno, Juan Fernando Espinal Ramírez",ppor-medio-de-la-cual-se-promueve-el-respeto-y-la-defensa-de-la-dignidad-y-memoria-de-las-victimas-de-graves-crimenes-y-se-dictan-otras-disposiciones-dignidad-de-las-victimas/10181
926,Por medio de la cual se establecen parámetros para la protección y cuidado de la niñez en estado de vulnerabilidad especial. Ly Isaac. [Establece parámetros de protección menores en estado de vulnerabilidad especial],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Familia,Bienestar y pobreza,"La presente ley tiene como objeto incluir dentro de las obligaciones del empleador, el reconocimiento y otorgamiento del derecho a licencia remunerada para el cuidado a la niñez a uno de los padres trabajadores o a quien detente el cuidado personal de un niño o niña menor de 12 años que padezca una enfermedad terminal, a fin de que el menor pueda contar con el cuidado de sus padres o de su custodio, en las situaciones referidas.",7/28/2020,Radicado - Gaceta: S/N,Sin anotaciones,12/30/2021,Sancionado como Ley - Gaceta: 571/22,Ley 2174 de 2021,Carlos Manuel Meisel Vergara,ppor-medio-de-la-cual-se-establecen-parametros-para-la-proteccion-y-cuidado-de-la-ninez-en-estado-de-vulnerabilidad-especial-ly-isaac-establece-parametros-de-proteccion-menores-en-estado-de-vulnerabilidad-especial/10949
927,Por la cual se adiciona un parágrafo transitorio al artículo 15 de la Ley Estatutaria 1751 de 2015 y se autoriza la inversión de recursos públicos para el acceso oportuno a una vacuna contra el SARS-CoV-2. [Autoriza la inversión de recursos públicos para el acceso oportuno a una vacuna contra el SARS-CoV-2],Jul 2020 - Jul 2021,Legislativa,Proyecto de ley Estatutaria,Seguridad Social y salud,Desastres y calamidades,"“Las restricciones contenidas en el presente artículo, no tendrán aplicación en relación con la inversión de recursos públicos que se requieran para garantizar el acceso oportuno de Colombia a alguna de las vacunas contra el virus SARS-CoV-2, causante de la enfermedad por coronavirus Covid-19, o cualquiera de sus mutaciones. Dichas inversiones podrán efectuarse sin perjuicio de que la vacuna no cuente con el registro sanitario de la autoridad competente, para lo cual deberá, como mínimo, encontrarse en fase III de investigación clínica según los estándares internacionales”.",8/26/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 208 Ley 5 de 1992,Luis Fernando Velasco Cháves,ppor-la-cual-se-adiciona-un-paragrafo-transitorio-al-articulo-15-de-la-ley-estatutaria-1751-de-2015-y-se-autoriza-la-inversion-de-recursos-publicos-para-el-acceso-oportuno-a-una-vacuna-contra-el-sarscov2-autoriza-la-inversion-de-recursos-publicos-para-el-acceso-oportuno-a-una-vacuna-contra-el-sarscov2/11205
928,Por el cual se incluye el artículo 11-A dentro del Capítulo I del Título II de la Constitución Política de Colombia. [Derecho al agua],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Derechos Fundamentales,Medio Ambiente,"Todas las personas tienen derecho al acceso al agua potable, de acuerdo con los principios de accesibilidad, calidad y disponibilidad, progresividad y universalidad. Su uso prioritario es el consumo humano, para lo cual el Estado garantizará el mínimo vital de agua potable, así como la conservación, protección y uso eficiente del recurso hídrico conforme al principio de participación en materia ambiental.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Guillermo García Realpe, Jorge Eduardo Londoño Ulloa, Angélica Lozano Correa, Iván Cepeda Castro, Ángela María Robledo Gómez, Iván Leonidas Name Vásquez, Harry Giovanny González García, Jesús Alberto Castilla Salazar, María José Pizarro Rodríguez, Feliciano Valencia Medina, Pablo Catatumbo Torres Victoria, Sandra Ramírez Lobo Silva, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel, Luis Iván Marulanda Gómez, Antonio Eresmid Sanguino Páez, Jairo Reinaldo Cala Suárez, Abel David Jaramillo Largo",ppor-el-cual-se-incluye-el-articulo-11a-dentro-del-capitulo-i-del-titulo-ii-de-la-constitucion-politica-de-colombia-derecho-al-agua/11461
929,Por medio del cual se crea el regulador convergente para el sector telecomunicaciones y se dictan otras disposiciones. [Crea el regulador convergente para el sector telecomunicaciones],Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,"Comunicaciones, medios y tecnologías de la información",Administración pública,El presente proyecto tiene por objeto crear un marco regulatorio y promueve la convergencia entre la provisión de redes y servicios de telecomunicaciones en el país.,9/19/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Andrés García Zuccardi,ppor-medio-del-cual-se-crea-el-regulador-convergente-para-el-sector-telecomunicaciones-y-se-dictan-otras-disposiciones-crea-el-regulador-convergente-para-el-sector-telecomunicaciones/9670
930,"Por medio del cual se reestructura el sector de Inclusión Social y Reconciliación, se transforma Prosperidad Social en Ministerio de la Familia y Social, y se dictan otras disposiciones. [Ministerio de la familia]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Rama Ejecutiva,Administración pública,"El Ministerio de la Familia y Social tendrá como objetivo dentro del marco de la competencia constitucional y de la ley, formular, adoptar, dirigir, coordinar y ejecutar, políticas públicas, planes, programas y proyectos, como cabeza del Sector Familia y Social, en procura de reducir la pobreza y la desigualdad, garantizar la atención a la población vulnerable; la reparación integral a las víctimas de conflicto en el país; y la promoción, protección, bienestar y calidad de vida, de la familia y de quienes la componen, a través de su gestión propia, y de las entidades adscritas. Asegurando así una inversión y gasto público eficiente y eficaz, que permita poner en marcha la Política Pública de Protección Integral de la Familia",8/1/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2020,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Gloria Betty Zorro Africano, Antonio Luis Toño Zabaraín Guevara, Julio César Triana Quintero, Ángela Patricia Sánchez Leal, Karina Estefanía Rojano Palacio, Emma Claudia Castellanos, Jaime Rodríguez Contreras, Néstor Leonardo Rico Rico, David Ernesto Pulido Novoa, Gustavo Hernán Puentes Díaz, José Luis Pinedo Campo, José Luis Pérez Oyuela, Temístocles Ortega Narváez, Jorge Méndez Hernández, Aquileo Medina Arteaga, César Augusto Lorduy Maldonado, José Daniel López Jiménez, Didier Lobo Chinchilla, Ciro Fernández Núñez, Luis Eduardo Diazgranados Torres, Jairo Humberto Cristo Correa, Ana María Castañeda Gómez, Erwin Arias Betancur, Oswaldo Arcos Benavides, José Gabriel Amar Sepúlveda, Modesto Enrique Aguilera Vides",ppor-medio-del-cual-se-reestructura-el-sector-de-inclusion-social-y-reconciliacion-se-transforma-prosperidad-social-en-ministerio-de-la-familia-y-social-y-se-dictan-otras-disposiciones-ministerio-de-la-familia/10182
931,Por la cual se crea la licencia ambiental para la fase de exploración minera y se dictan otras disposiciones. [Licencia ambiental para la fase de exploración minera],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Minas y energía,Medio Ambiente,"Busca la creación de la licencia ambiental para la fase exploratoria minera en el país. Esto representará la generación de una serie de requisitos para los solicitantes relacionados con la identificación, manejo, prevención, mitigación, corrección y compensación de impactos socioambientales de la actividad autorizada.",7/20/2020,Radicado - Gaceta: S/N,Sin anotaciones,11/9/2020,Concepto Institucional - Gaceta: 1259/20,Ministerio de Minas y Energía,"Eduardo Emilio Pacheco Cuello, José David Name Cardozo, Temístocles Ortega Narváez, Luciano Grisales Londoño, Guillermo García Realpe, Pablo Catatumbo Torres Victoria, Sandra Ramírez Lobo Silva, Carlos Alberto Sergio Carreño Marín, Jairo Reinaldo Cala Suárez, David Ricardo Racero Mayorca, María José Pizarro Rodríguez, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel, Iván Cepeda Castro, Jesús Alberto Castilla Salazar, Wilson Neber Arias Castillo, Antonio Eresmid Sanguino Páez, Luis Iván Marulanda Gómez, Jorge Eduardo Londoño Ulloa, Angélica Lozano Correa",ppor-la-cual-se-crea-la-licencia-ambiental-para-la-fase-de-exploracion-minera-y-se-dictan-otras-disposiciones-licencia-ambiental-para-la-fase-de-exploracion-minera/10694
932,Por medio del cual se promueve el acceso a la justicia local y rural. [Reforma a la justicia Procuraduría],Jul 2020 - Jul 2021,Otras entidades,Proyecto de Ley,Rama Judicial,Justicia,"1. Centrar la política del sistema de justicia en el ciudadano, para facilitar el libre ejercicio de sus derechos y el cumplimiento de sus deberes, donde el Estado es garante de su protección. 2. Establecer los escenarios de concertación sobre la administración de justicia entre las autoridades judiciales, el gobierno y la sociedad, para propiciar espacios de diálogo a nivel nacional y regional indispensables para definir las políticas de prevención y atención de conflictos, integrando las políticas de seguridad. 3. Desconcentrar el servicio público de justicia con visión local y rural y participativa, adaptando la institucionalidad a las necesidades particulares del territorio. 4. Fortalecer a los municipios y departamentos, como mayores receptores de los conflictos sociales, para garantizar el acceso a la justicia oportuno en los sectores urbanos y rurales. 5. Establecer en los centros poblados de todos los municipios del país los núcleos de justicia con infraestructura física y tecnológica básica que permitirán la prestación de servicios de justicia rural, por parte de las autoridades administrativas municipales, de justicia comunitaria y de justicia propia.",8/26/2020,Radicado - Gaceta: S/N,Sin anotaciones,2/15/2021,Concepto Institucional - Gaceta: 27/21,Ministerio de Hacienda y Crédito Público,Procurador General de la Nación. Fernando Carrillo Flórez,ppor-medio-del-cual-se-promueve-el-acceso-a-la-justicia-local-y-rural-reforma-a-la-justicia-procuraduria/11206
933,Por medio del cual se modifican los artículos 176 y 177 de la Constitución Política con el fin de garantizar la representación política. [Circunscripción internacional],Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Rama Legislativa,Organización Electoral y elecciones,"Las circunscripciones especiales asegurarán la participación en la Cámara de Representantes de los grupos étnicos y de los colombianos residentes en el exterior. Mediante estas circunscripciones se elegirán (…) dos (2) por la circunscripción internacional. En esta circunscripción se elegirán así: uno (1) por el Continente Americano y Oceanía, y uno (1) por Europa, Asia y África. Para la elección de estas curules sólo se contabilizarán los votos depositados fuera del territorio nacional por ciudadanos colombianos residentes en el exterior, en cada uno de estos territorios.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Andrés García Zuccardi, José Daniel López Jiménez, Luis Fernando Velasco Cháves, Guillermo García Realpe, José Luis Correa López, Antonio Eresmid Sanguino Páez, César Augusto Ortiz Zorro, Jorge Eduardo Londoño Ulloa, Jorge Eliécer Guevara, Angélica Lozano Correa",ppor-medio-del-cual-se-modifican-los-articulos-176-y-177-de-la-constitucion-politica-con-el-fin-de-garantizar-la-representacion-politica-circunscripcion-internacional/11462
934,Por medio de la cual se regula la prestación del servicio de entretenimiento para adultos a través de portales web o plataformas digitales y se dictan otras disposiciones. [Comercio electrónico para adultos],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,"Comunicaciones, medios y tecnologías de la información",Administración pública,"La presente ley tiene por objeto brindar disposiciones y establecer un marco normativo para la prestación del servicio de comercio electrónico para adultos a través del sistema webcam, y de esta manera cumplir con lo establecido en el artículo 73 de la Ley 2010 de 2019 que ordena la reglamentación del sector mediante ley.",6/10/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Jonatán Tamayo Pérez,ppor-medio-de-la-cual-se-regula-la-prestacion-del-servicio-de-entretenimiento-para-adultos-a-traves-de-portales-web-o-plataformas-digitales-y-se-dictan-otras-disposiciones-comercio-electronico-para-adultos/12230
935,"Por la cual se moderniza el sector de las tecnologías de la información y las comunicaciones - TIC, se distribuyen competencias, se crea un regulador único y se dictan otras disposiciones. [Modernización de las TIC]",Jul 2018 - Jul 2019,Gubernamental,Proyecto de Ley,"Comunicaciones, medios y tecnologías de la información",Administración pública,"La presente ley tiene por objeto alinear los incentivos de los agentes y autoridades del sector de Tecnologías de la Información y las Comunicaciones (TIC), aumentar su certidumbre jurídica, simplificar y modernizar el marco institucional del sector, focalizar las inversiones para el cierre efectivo de la brecha digital y potenciar la vinculación del sector privado en el desarrollo de los proyectos asociados, así como aumentar la eficiencia en el pago de las contraprestaciones y cargas económicas de los agentes del sector.",9/19/2018,Radicado - Gaceta: S/N,Sin anotaciones,7/25/2019,Sancionado como Ley - Gaceta: 994/19,Ley 1978 de 2019,Ministra de Tecnologías de la Información y las Comunicaciones. Sylvia Constaín Rengifo,ppor-la-cual-se-moderniza-el-sector-de-las-tecnologias-de-la-informacion-y-las-comunicaciones--tic-se-distribuyen-competencias-se-crea-un-regulador-unico-y-se-dictan-otras-disposiciones-modernizacion-de-las-tic/9671
936,"Por medio del cual se adoptan acciones afirmativas para mujeres cabeza de familia en materias de política criminal y penitenciaria, se modifica y adiciona el Código Penal, la Ley 750 de 2002 y el Código de Procedimiento Penal y se dictan otras disposiciones. [Penas sustitutivas a mujeres cabeza de hogar]",Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Justicia,Familia,"La presente ley tiene como objeto adoptar acciones afirmativas para las mujeres cabeza de familia en materia de política criminal y penitenciaria, sin perjuicio de lo establecido en la Ley 750 de 2002, en el numeral 5 del artículo 314 de la Ley 906 de 2004 y demás normas concordantes que le sean aplicables. La prestación de servicios de utilidad pública para mujeres cabeza de familia será sustitutiva de la pena de prisión, de conformidad con los parámetros previstos en la presente ley”.",8/1/2019,Radicado - Gaceta: S/N,Sin anotaciones,3/8/2023,Sancionado como Ley - Gaceta: 147/23,Ley 2292 de 2023,"Juan Carlos García Gómez, Esperanza Andrade Serrano, Gustavo Francisco Petro Urrego, Gustavo Bolívar Moreno, Aída Yolanda Avella Esquivel, Sandra Ramírez Lobo Silva, Julián Gallo Cubillos, Miguel Ángel Pinto Hernández, Juan Carlos Lozada Vargas, Fabio Raúl Amín Saleme, Paloma Susana Valencia Laserna, Santiago Valencia González, María Fernanda Cabal Molina, José Aulo Polo Narváez, Luis Iván Marulanda Gómez, Jorge Eduardo Londoño Ulloa, Juanita María Goebertus Estrada, Roosvelt Rodríguez Rengifo, Maritza Martínez Aristizábal, José Ritter López Peña, Armando Alberto Benedetti Villaneda, Julio César Triana Quintero, Temístocles Ortega Narváez, José Daniel López Jiménez, Ana María Castañeda Gómez, Erwin Arias Betancur, Rodrigo Lara Restrepo",ppor-medio-del-cual-se-adoptan-acciones-afirmativas-para-mujeres-cabeza-de-familia-en-materias-de-politica-criminal-y-penitenciaria-se-modifica-y-adiciona-el-codigo-penal-la-ley-750-de-2002-y-el-codigo-de-procedimiento-penal-y-se-dictan-otras-disposiciones-penas-sustitutivas-a-mujeres-cabeza-de-hogar/10183
937,"Por medio del cual se declara al río Grande de la Magdalena como hidrovía y se dictan otras disposiciones. [Río Magdalena como hidrovía]
",Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Tránsito y transporte,Administración pública,"La presente ley tiene como objeto declarar como hidrovía al río Grande de la Magdalena con el fin de mejorar la navegación, la actividad portuaria, y el aprovechamiento sostenible y competente de la cuenca constituyéndose como eje central e integrador multimodal del país.",7/28/2020,Radicado - Gaceta: S/N,Sin anotaciones,10/14/2020,Publicada Ponencia Primer Debate - Gaceta: 1113/20,Primer debate,Carlos Manuel Meisel Vergara,ppor-medio-del-cual-se-declara-al-rio-grande-de-la-magdalena-como-hidrovia-y-se-dictan-otras-disposiciones-rio-magdalena-como-hidrovia/10951
938,Por medio de la cual se dictan normas de protección laboral para las personas discapacitadas o en situación de debilidad manifiesta por razones de salud. [Protección laboral para las personas discapacitadas o enfermas],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,Laboral,Bienestar y pobreza,"El presente proyecto de ley se perfila como una propuesta encaminada a promover el acceso al trabajo de personas con discapacidad o debilidad manifiesta por razones de salud. Para tal fin, plantea una ampliación de los derechos contenidos en el artículo 26 de la Ley 361 de 1997 referentes a la no discriminación laboral de personas en situación de discapacidad, empleando medidas que responden a la actualidad del mercado laboral y a las exigencias constitucionales del ordenamiento jurídico colombiano.",8/26/2020,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Gabriel Jaime Velasco Ocampo,ppor-medio-de-la-cual-se-dictan-normas-de-proteccion-laboral-para-las-personas-discapacitadas-o-en-situacion-de-debilidad-manifiesta-por-razones-de-salud-proteccion-laboral-para-las-personas-discapacitadas-o-enfermas/11207
939,"Por el cual se modifica el artículo 249 de la Constitución Política de Colombia, se establece que el periodo del Fiscal General de la Nación será institucional, su elección se realizará a través de terna elaborada a partir de convocatoria pública y se dictan otras disposiciones. [Elección fiscal]",Jul 2020 - Jul 2021,Legislativa,Proyecto Acto Legislativo,Organismos de Control y Ministerio público,Administración pública,"La conformación de la terna para la elección Fiscal General de la Nación provendrá de convocatoria pública. La terna deberá estar conformada por candidatos que se hayan ubicado en los cinco primeros puestos de calificación y no podrán incluirse nombres por fuera de estos. El periodo del Fiscal General de la Nación será institucional e iniciará los días 1 de julio, en el tercer año posterior a la elección y posesión del Presidente de la República. Quien sea elegido o designado para ocupar este cargo en reemplazo por falta absoluta de su titular, lo hará por el resto del periodo del reemplazado.",3/16/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2021,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"José Luis Correa López, Guillermo García Realpe, José Daniel López Jiménez, Mauricio Andrés Toro Orjuela, Antonio Eresmid Sanguino Páez, César Augusto Ortiz Zorro, León Fredy Muñoz Lopera, Luis Iván Marulanda Gómez, Jorge Eduardo Londoño Ulloa, Jorge Eliécer Guevara, Juanita María Goebertus Estrada, Angélica Lozano Correa",ppor-el-cual-se-modifica-el-articulo-249-de-la-constitucion-politica-de-colombia-se-establece-que-el-periodo-del-fiscal-general-de-la-nacion-sera-institucional-su-eleccion-se-realizara-a-traves-de-terna-elaborada-a-partir-de-convocatoria-publica-y-se-dictan-otras-disposiciones-eleccion-fiscal/11463
940,"Por medio de la cual se otorga la categoría de Distrito Especial, Fronterizo, Turístico Comercial y Empresarial al municipio de San José de Cúcuta y se dictan otras disposiciones. [Cúcuta como distrito]",Jul  2021 - Jul 2022,Legislativa,Proyecto de Ley,Ordenamiento Territorial y regiones,Administración pública,"La presente ley tiene como objeto otorgar la categoría de Distrito Especial, Fronterizo, Turístico Comercial y Empresarial al municipio de San José de Cúcuta.",7/20/2021,Radicado - Gaceta: S/N,Sin anotaciones,6/22/2022,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,"Guillermo García Realpe, Rodrigo Lara Restrepo, Rodrigo Villalba Mosquera, Ciro Antonio Rodríguez Pinzón, Roosvelt Rodríguez Rengifo, Germán Darío Hoyos Giraldo, Carlos Fernando Motoa Solarte, Alejandro Carlos Chacón Camargo, Temístocles Ortega Narváez, Andrés Cristo Bustos, Andrés García Zuccardi, Fernando Nicolás Araújo Rumié, Wilmer Ramiro Carrillo Mendoza, Wadith Alberto Manzur Imbett, Jairo Humberto Cristo Correa, Horacio José Serpa Moncada, José Daniel López Jiménez, Antonio Eresmid Sanguino Páez, Edgar Jesús Díaz Contreras, Richard Alfonso Aguilar Villa, Juan Fernando Reyes Kuri",ppor-medio-de-la-cual-se-otorga-la-categoria-de-distrito-especial-fronterizo-turistico-comercial-y-empresarial-al-municipio-de-san-jose-de-cucuta-y-se-dictan-otras-disposiciones-cucuta-como-distrito/11719
941,"Por medio del cual se reestructura el sector de inclusión social y reconciliación, se agrupan y redistribuyen las funciones al sistema de bienestar familiar y se crea el Ministerio de la Familia y Social. [Crea el Ministerio de la Familia]",Jul 2018 - Jul 2019,Legislativa,Proyecto de Ley,Administración pública,Familia,"Busca asegurar una inversión y gasto público eficiente y eficaz, que permita poner en marcha la Política Pública de Protección Integral a la Familia en coordinación con las demás entidades u organismos competentes. Para lo cual se crea el Ministerio de la Familia con el objetivo de formular, adoptar, dirigir, coordinar y ejecutar políticas públicas, planes, programas y proyectos, como cabeza del Sector Familia y Social, y con ello garantizar la protección y promoción de la familia, su bienestar social, y la calidad de vida de cada de sus integrantes.",9/19/2018,Radicado - Gaceta: S/N,Sin anotaciones,6/20/2019,Archivado por Tránsito de Legislatura - Gaceta: S/N,Art 190 Ley 5 de 1992,Carlos Enrique Alvarado Chavez,ppor-medio-del-cual-se-reestructura-el-sector-de-inclusion-social-y-reconciliacion-se-agrupan-y-redistribuyen-las-funciones-al-sistema-de-bienestar-familiar-y-se-crea-el-ministerio-de-la-familia-y-social-crea-el-ministerio-de-la-familia/9672
942,Por medio del cual se crea el Servicio Social para la Paz y se dictan otras disposiciones. [Crea el Servicio Social para la Paz],Jul 2019 - Jul 2020,Legislativa,Proyecto Acto Legislativo,Implementación paz,"Seguridad, defensa y fuerza pública","Se propone adicionar un inciso al artículo 22 de la Constitución Política que enmarque el deber de prestar un servicio social en el principio de la paz, que, de una parte, garantice su construcción y mantenimiento, y de otra, permita a los ciudadanos cumplir con los diversos deberes que les impone la Constitución.",7/24/2019,Radicado - Gaceta: S/N,Sin anotaciones,12/17/2019,Archivado por Vencimiento de Términos - Gaceta: S/N,Art 224 Ley 5 de 1992,"Alexánder López Maya, Iván Cepeda Castro, Jesús Alberto Castilla Salazar, Feliciano Valencia Medina, Antonio Eresmid Sanguino Páez, María José Pizarro Rodríguez, Aída Yolanda Avella Esquivel, Victoria Sandino Simanca Herrera, Sandra Ramírez Lobo Silva, Carlos Alberto Sergio Carreño Marín",ppor-medio-del-cual-se-crea-el-servicio-social-para-la-paz-y-se-dictan-otras-disposiciones-crea-el-servicio-social-para-la-paz/10184
943,Por medio de la cual se reconoce e identifica el bastón blanco para la movilidad de personas con discapacidad visual. [Movilidad de personas con discapacidad visual],Jul 2019 - Jul 2020,Legislativa,Proyecto de Ley,Seguridad Social y salud,Administración pública,Este proyecto de ley busca darle piso jurídico al bastón blanco con extremo inferior rojo como medio de identificación de las personas con discapacidad visual y como dispositivo de seguridad para su movilidad.,10/15/2019,Radicado - Gaceta: S/N,Sin anotaciones,6/12/2020,Retirado por el Autor - Gaceta: S/N,Art 155 Ley 5 de 1992,María Del Rosario Guerra De La Espriella,ppor-medio-de-la-cual-se-reconoce-e-identifica-el-baston-blanco-para-la-movilidad-de-personas-con-discapacidad-visual-movilidad-de-personas-con-discapacidad-visual/10440
944,Por el cual se modifican disposiciones del Decreto 1791 de 2000. [Ascensos en la Policía Nacional],Jul 2020 - Jul 2021,Legislativa,Proyecto de Ley,"Seguridad, defensa y fuerza pública",Administración pública,"El presente Proyecto de Ley tiene como eje fundamental la consecución del Derecho Fundamental a la Igualdad para todos los miembros activos de la Policía Nacional de Colombia, otorgando condiciones paritarias, equitativas e incluyentes para garantizar la posibilidad real de acceder a los ascensos establecidos para los Patrulleros en servicio activo, suprimiendo el concurso y ciertos requisitos que impiden el desarrollo y crecimiento de la carrera de la mayoría de los Policías en el territorio nacional.",7/20/2020,Radicado - Gaceta: S/N,Sin anotaciones,12/7/2020,Publicada Ponencia Primer Debate - Gaceta: 1444/20,Primer debate,Alexánder López Maya,ppor-el-cual-se-modifican-disposiciones-del-decreto-1791-de-2000-ascensos-en-la-policia-nacional/10696
