Año,Autoridad Ambiental,NOMBRE/RAZÓN SOCIAL,PERSONA NATURAL O JURÍDICA,REPRESENTANTE LEGAL,TIPO DE AUTORIZACIÓN / ENTIDAD QUE OTORGA,No. PERMISO/ LICENCIA AMBIENTAL/ SANCIONATORIO,FECHA DE OTORGAMIENTO,VIGENCIA (meses),TIPO DE CAZA,VALOR TIPO DE CAZA,ESPECIE O GRUPO TAXONÓMICO,ORDEN,CLASE,No. INDIVIDUOS y/o MUESTRAS APROBADOS,DEPARTAMENTO,MUNICIPIO,No. CERTIFICADO SiB,ESTADO DE CONSERVACIÓN DE LA ESPECIE,ESTADO DE CONSERVACIÓN DEL HÁBITAT,PRESIÓN POR USO,COEFICIENTE BIÓTICO (Cb),NACIONALIDAD (N),GRUPO TRÓFICO (Gt),"COEFICIENTE DE VALORACIÓN 
(V)",FACTOR REGIONAL (FR),No. ESPECÍMENES O MUESTRAS (Es),UNIDAD DE Es,TARIFA MÍNIMA (TM),COSTO DE IMPLEMENTACIÓN (CI),MONTO A PAGAR (MP),RECLAMACIONES,MP DESPUÉS DE RECLAMACIÓN,RECAUDO
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Bubulcus ibis,Accipitriformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,2,0,0.8,1.0,0.96,10,Individuo,"$    11,318.00","$    30,652.00","$    108,652.80",No,108652.79999999999,108652.8
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Buteo brachyurus,Accipitriformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Buteo nitidus,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Buthraupis montana,Pelecaniformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Butorides striata,Passeriformes,Aves,5,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,5,Individuo,"$    11,318.00","$    30,652.00","$    27,163.20",No,27163.199999999997,27163.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cacicus chrysonotus,Didelphimorphia,Mammalia,3,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,3,Individuo,"$    11,318.00","$    30,652.00","$    16,297.92",No,16297.919999999998,16297.92
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Calyromys lanatus,Piciformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Campephilus pollens,Passeriformes,Aves,5,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,5,Individuo,"$    11,318.00","$    30,652.00","$    27,163.20",No,27163.199999999997,27163.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Capsiempis flaveola,Falconiformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Caracara cheriway,Chiroptera,Mammalia,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,4,Individuo,"$    11,318.00","$    30,652.00","$    21,730.56",No,21730.559999999998,21730.56
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Carollia brevicauda,Chiroptera,Mammalia,11,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,11,Individuo,"$    11,318.00","$    30,652.00","$    74,698.80",No,74698.8,74698.8
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Carollia perspicillata,Passeriformes,Aves,87,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,87,Individuo,"$    11,318.00","$    30,652.00","$    590,799.60",No,590799.6,590799.6
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Catamenia inornata,Cathartiformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cathartes aura,Anura,Amphibia,3,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,3,Individuo,"$    11,318.00","$    30,652.00","$    16,297.92",No,16297.919999999998,16297.92
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Centrolene savagei,Squamata (Sauria),Sauropsida,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,2,0,1.0,1.0,1.2,4,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.4,54326.4
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cercosaura argulus,Carnivora,Mammalia,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,4,Individuo,"$    11,318.00","$    30,652.00","$    27,163.20",No,27163.2,27163.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cerdocyon thous,Apodiformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,1.0,1.0,0.6,1,Individuo,"$    11,318.00","$    30,652.00","$    6,790.80",No,6790.8,6790.8
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chalybura buffonii,Galliformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chamaepetes goudotii,Squamata,Sauropsida,5,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,5,Individuo,"$    11,318.00","$    30,652.00","$    27,163.20",No,27163.199999999997,27163.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chironius carinatus,Squamata (Serpentes),Sauropsida,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,1,Individuo,"$    11,318.00","$    30,652.00","$    6,790.80",No,6790.8,6790.8
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chironius monticola,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,2,Individuo,"$    11,318.00","$    30,652.00","$    13,581.60",No,13581.6,13581.6
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chiroxiphia lanceolata,Coraciiformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chloroceryle americana,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chlorophonia pyrrhophrys,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chlorornis riefferii,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chlorospingus canigularis,Passeriformes,Aves,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,4,Individuo,"$    11,318.00","$    30,652.00","$    21,730.56",No,21730.559999999998,21730.56
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chlorospingus flavopectus,Chiroptera,Mammalia,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Choeroniscus godmani,Pilosa,Mammalia,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,2,0,1.0,1.0,1.2,1,Individuo,"$    11,318.00","$    30,652.00","$    13,581.60",No,13581.6,13581.6
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Choloepus hoffmanni,Passeriformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Chrysomus icterocephalus,Squamata,Sauropsida,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cnemidophorus lemniscatus,Passeriformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,10,Individuo,"$    11,318.00","$    30,652.00","$    67,908.00",No,67908,67908.0
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Cnemotricus fuscatus,Apodiformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coeligena bonapartei,Apodiformes,Aves,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,4,Individuo,"$    11,318.00","$    30,652.00","$    21,730.56",No,21730.559999999998,21730.56
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coeligena coeligena,Apodiformes,Aves,4,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,4,Individuo,"$    11,318.00","$    30,652.00","$    21,730.56",No,21730.559999999998,21730.56
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coeligena torquata,Passeriformes,Aves,7,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,7,Individuo,"$    11,318.00","$    30,652.00","$    38,028.48",No,38028.479999999996,38028.48
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coereba flaveola,Piciformes,Aves,9,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,9,Individuo,"$    11,318.00","$    30,652.00","$    48,893.76",No,48893.759999999995,48893.76
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colaptes punctigula,Piciformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,2,Individuo,"$    11,318.00","$    30,652.00","$    10,865.28",No,10865.279999999999,10865.28
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colaptes rivolii,Piciformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colaptes rubiginosus,Apodiformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colibri coruscans,Apodiformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,10,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.399999999994,54326.4
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colibri thalassinus,Galliformes,Aves,3,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,"Altos niveles de tráfico ilegal a escala regional o nacional, y/o sujeta a tráfico ilegal internacional, o incluida en los apéndices I o II de CITES.",1,0,0.8,1.0,0.48,3,Individuo,"$    11,318.00","$    30,652.00","$    16,297.92",No,16297.919999999998,16297.92
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Colinus cristatus,Columbiformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,10,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.399999999994,54326.4
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Columbina passerina,Columbiformes,Aves,6,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,6,Individuo,"$    11,318.00","$    30,652.00","$    32,595.84",No,32595.839999999997,32595.84
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Columbina talpacoti,Passeriformes,Aves,3,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,3,Individuo,"$    11,318.00","$    30,652.00","$    16,297.92",No,16297.919999999998,16297.92
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Conirostrum rufum,Passeriformes,Aves,5,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,2,0,0.8,1.0,0.96,5,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.399999999994,54326.4
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Contopus fumigatus,Cathartiformes,Aves,1,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,1,Individuo,"$    11,318.00","$    30,652.00","$    5,432.64",No,5432.639999999999,5432.64
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coragyps atratus,Passeriformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,10,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.399999999994,54326.4
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Coryphospingus pileatus,Anura,Amphibia,5,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,5,Individuo,"$    11,318.00","$    30,652.00","$    27,163.20",No,27163.199999999997,27163.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Craugastor metriocistus,Squamata,Sauropsida,7,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,2,0,1.0,1.0,1.2,7,Individuo,"$    11,318.00","$    30,652.00","$    95,071.20",No,95071.2,95071.2
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Crotalus durissus,Cuculiformes,Aves,2,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,1.0,1.0,0.6,2,Individuo,"$    11,318.00","$    30,652.00","$    13,581.60",No,13581.6,13581.6
2021,CARDER,Transmisora Colombiana de Energía S.A.S E.S.P,Persona jurídica,VINÍCIUS ANDRADE DE MEDEIROS ROSA,Permiso / ANLA,1083,2017-09-06T00:00:00.000,24.0,Científica estudios ambientales,0.6,Crotophaga ani,Tinamiformes,Aves,10,Risaralda,La Virginia,16EF5777188,Preocupación menor (LC),Buen estado de conservación,No hay presión por uso,1,0,0.8,1.0,0.48,10,Individuo,"$    11,318.00","$    30,652.00","$    54,326.40",No,54326.399999999994,54326.4
